C0292818,C3818721
C0678152,C3818721
C0771204,C2987648
C0085149,C2987648
C4256114,C1311070
C4256114,C0388976
C0765273,C1311070
C0765273,C0388976
C4256113,C1311070
C4256113,C0388976
C2699562,C1135132
C1455147,C1135132
C0292818,C2974289
C0678152,C2974289
C0146224,C3467876
C0015133,C1609931
C3192263,C3818721
C4083042,C3818721
C0031935,C2974289
C1135137,C0252643
C1135135,C0252643
C4317169,C0073372
C4317169,C0876758
C4255913,C0073372
C4255913,C0876758
C0123931,C0073372
C0123931,C0876758
C1311070,C3818721
C0388976,C3818721
C0146224,C3273719
C0722652,C3854019
C0008838,C3854019
C0026256,C0678133
C0026256,C0144576
C0702007,C0678133
C0702007,C0144576
C0026256,C1135132
C0702007,C1135132
C0068485,C1506770
C0068485,C1721362
C0068485,C1384663
C0016299,C3818721
C0728789,C3818721
C1588661,C3818721
C0078257,C1609706
C0078257,C0971122
C0078257,C1619629
C0919281,C3273719
C0879396,C3273719
C1122962,C3273719
C4082694,C2974289
C4256143,C2974289
C4256144,C2974289
C0016277,C2974289
C0699601,C2974289
C0546861,C2974289
C0085752,C2974289
C0013089,C2974289
C1135132,C3496793
C4256114,C0910083
C4256114,C2349941
C0765273,C0910083
C0765273,C2349941
C4256113,C0910083
C4256113,C2349941
C0025605,C0040979
C1135137,C4317169
C1135137,C4255913
C1135137,C0123931
C1135135,C4317169
C1135135,C4255913
C1135135,C0123931
C0878061,C0015020
C0878061,C3537278
C0072973,C0015020
C0072973,C3537278
C0719949,C0015020
C0719949,C3537278
C0216784,C0015020
C0216784,C3537278
C0025605,C0027360
C0055729,C3818721
C4255732,C3818721
C0699614,C3818721
C0064113,C3818721
C0724598,C1506770
C0724598,C1721362
C0724598,C1384663
C0020264,C1506770
C0020264,C1721362
C0020264,C1384663
C4255732,C0020823
C0699614,C0020823
C0064113,C0020823
C0006949,C2974289
C4256114,C3273719
C0765273,C3273719
C4256113,C3273719
C0002680,C0025677
C0724526,C0025677
C0030840,C0025677
C4256073,C0025677
C4255732,C2974289
C0699614,C2974289
C0064113,C2974289
C0055729,C2974289
C0527316,C3818721
C0025677,C0073983
C0025677,C0702072
C0033308,C0146224
C0595048,C0146224
C1515388,C0146224
C4256086,C0146224
C4256087,C0146224
C1451497,C0146224
C0724598,C3818721
C0020264,C3818721
C4256114,C2974289
C0765273,C2974289
C4256113,C2974289
C0591766,C3818721
C1513243,C3818721
C4255865,C3818721
C0699458,C3818721
C0025815,C3818721
C0699459,C3818721
C4317169,C0100724
C4317169,C1718383
C4317169,C3495583
C4255913,C0100724
C4255913,C1718383
C4255913,C3495583
C0123931,C0100724
C0123931,C1718383
C0123931,C3495583
C2974289,C3818721
C0025677,C0591267
C0025677,C0038792
C0038675,C0025677
C0722652,C1690432
C0008838,C1690432
C0292818,C4317169
C0292818,C4255913
C0292818,C0123931
C0678152,C4317169
C0678152,C4255913
C0678152,C0123931
C4256114,C4256042
C4256114,C0592217
C4256114,C0721352
C4256114,C4256041
C4256114,C0008188
C4256114,C4256040
C4256114,C4256039
C4256114,C4255169
C0765273,C4256042
C0765273,C0592217
C0765273,C0721352
C0765273,C4256041
C0765273,C0008188
C0765273,C4256040
C0765273,C4256039
C0765273,C4255169
C4256113,C4256042
C4256113,C0592217
C4256113,C0721352
C4256113,C4256041
C4256113,C0008188
C4256113,C4256040
C4256113,C4256039
C4256113,C4255169
C0016860,C0015020
C0016860,C3537278
C0048176,C0015020
C0048176,C3537278
C0699992,C0015020
C0699992,C3537278
C4255962,C0015020
C4255962,C3537278
C0733398,C0015020
C0733398,C3537278
C0031448,C0015020
C0031448,C3537278
C0592077,C0015020
C0592077,C3537278
C0136603,C0015020
C0136603,C3537278
C1506770,C0541315
C1721362,C0541315
C1384663,C0541315
C0068485,C3818721
C0042679,C2974289
C0919281,C0078257
C0879396,C0078257
C1122962,C0078257
C0011707,C3818721
C0042679,C3818721
C0526503,C3818721
C0378466,C3818721
C0526502,C3818721
C1099414,C0678133
C1099414,C0144576
C0015846,C2974289
C0015133,C3853822
C0015133,C0073372
C0015133,C0876758
C0025605,C0724598
C0025605,C0020264
C4317169,C0017245
C4317169,C0700003
C4255913,C0017245
C4255913,C0700003
C0123931,C0017245
C0123931,C0700003
C0026256,C0015133
C0702007,C0015133
C0591232,C0146224
C0028005,C0146224
C4317169,C3818721
C4255913,C3818721
C0123931,C3818721
C0073992,C3818721
C0031935,C1506770
C0031935,C1721362
C0031935,C1384663
C1099414,C0025677
C4256114,C1176306
C0765273,C1176306
C4256113,C1176306
C0728747,C4317169
C0728747,C4255913
C0728747,C0123931
C4317169,C2980159
C4317169,C0965618
C4255913,C2980159
C4255913,C0965618
C0123931,C2980159
C0123931,C0965618
C0678133,C1706668
C0144576,C1706668
C0078257,C3467876
C0042523,C0015020
C0042523,C3537278
C0537270,C3818721
C1815806,C3818721
C0771375,C1690432
C0246415,C1690432
C0014710,C2974289
C0700756,C2974289
C0078257,C1136812
C0078257,C0393080
C4256114,C4255759
C4256114,C0033126
C0765273,C4255759
C0765273,C0033126
C4256113,C4255759
C4256113,C0033126
C0026088,C2974289
C0591786,C2974289
C0939382,C2974289
C1723490,C2974289
C0078257,C0813171
C0078257,C3475323
C0078257,C4306004
C1699926,C3818721
C0073633,C4317169
C0073633,C4255913
C0073633,C0123931
C0009014,C3818721
C4256018,C3818721
C0025605,C0002555
C4317169,C0910083
C4317169,C2349941
C4255913,C0910083
C4255913,C2349941
C0123931,C0910083
C0123931,C2349941
C0045093,C2980159
C0045093,C0965618
C0771204,C0146224
C0085149,C0146224
C0015020,C0020223
C3537278,C0020223
C0025605,C1656721
C0025605,C1739451
C0025605,C1964382
C0025605,C4255812
C0025605,C0699439
C0025605,C0022625
C0042523,C3818721
C0178626,C0015020
C0178626,C3537278
C0014963,C0015020
C0014963,C3537278
C1721377,C2987648
C4256114,C3818721
C0765273,C3818721
C4256113,C3818721
C1882383,C0025677
C0031955,C0025677
C0031412,C1135132
C0699493,C1135132
C4256114,C0140575
C0765273,C0140575
C4256113,C0140575
C4255984,C0015020
C4255984,C3537278
C0025029,C0015020
C0025029,C3537278
C1609165,C2974289
C0025605,C0002615
C0025605,C0292818
C0025605,C0678152
C0025605,C0040989
C0722652,C2980159
C0722652,C0965618
C0008838,C2980159
C0008838,C0965618
C0813171,C3818721
C3475323,C3818721
C4306004,C3818721
C0025677,C0016778
C0525005,C0042682
C0026088,C1135132
C0591786,C1135132
C0939382,C1135132
C1723490,C1135132
C0013015,C3818721
C0020823,C3818721
C0078257,C0026088
C0078257,C0591786
C0078257,C0939382
C0078257,C1723490
C4256114,C0009011
C0765273,C0009011
C4256113,C0009011
C0117996,C3818721
C0020789,C0678133
C0020789,C0144576
C2980094,C3818721
C0919281,C3853822
C0879396,C3853822
C1122962,C3853822
C0025605,C0724495
C0025605,C0061851
C0042682,C1690432
C0002475,C0078257
C0702049,C0078257
C0702050,C0078257
C0702051,C0078257
C4256114,C0078257
C0765273,C0078257
C4256113,C0078257
C1176306,C2974289
C1311070,C2974289
C0388976,C2974289
C0025153,C2987648
C0376637,C4317169
C0376637,C4255913
C0376637,C0123931
C2697674,C4317169
C2697674,C4255913
C2697674,C0123931
C0525005,C4317169
C0525005,C4255913
C0525005,C0123931
C0146224,C0100724
C0146224,C1718383
C0146224,C3495583
C0919281,C1831796
C0919281,C1327963
C0879396,C1831796
C0879396,C1327963
C1122962,C1831796
C1122962,C1327963
C0728747,C0045093
C4317169,C0031412
C4317169,C0699493
C4255913,C0031412
C4255913,C0699493
C0123931,C0031412
C0123931,C0699493
C0210657,C1706668
C0035608,C3818721
C0025677,C0022635
C0025677,C0700190
C0025605,C0246421
C4082576,C3818721
C0074554,C3818721
C0678181,C3818721
C0026256,C3818721
C0702007,C3818721
C0085170,C3818721
C4255987,C3818721
C0031441,C0015020
C0031441,C3537278
C0701367,C0015020
C0701367,C3537278
C0126174,C0015020
C0126174,C3537278
C4255969,C0015020
C4255969,C3537278
C4256114,C0591412
C4256114,C0016384
C0765273,C0591412
C0765273,C0016384
C4256113,C0591412
C4256113,C0016384
C0014025,C0015020
C0014025,C3537278
C1176308,C2974289
C2710117,C2974289
C0678133,C1690432
C0144576,C1690432
C0025605,C0031392
C0042523,C1506770
C0042523,C1721362
C0042523,C1384663
C0015133,C0910083
C0015133,C2349941
C0031412,C2987648
C0699493,C2987648
C0031507,C3818721
C4256114,C0002575
C4256114,C0700950
C4256114,C1257689
C0765273,C0002575
C0765273,C0700950
C0765273,C1257689
C4256113,C0002575
C4256113,C0700950
C4256113,C1257689
C0020823,C1706668
C0078257,C0009079
C0042682,C2974289
C0072980,C2974289
C0040377,C0025677
C0073633,C0771375
C0073633,C0246415
C0040207,C4317169
C0040207,C4255913
C0040207,C0123931
C0079083,C0678133
C0079083,C0144576
C0591953,C0678133
C0591953,C0144576
C0724598,C0678133
C0724598,C0144576
C0020264,C0678133
C0020264,C0144576
C0025605,C0026256
C0025605,C0702007
C0025605,C2974289
C0025605,C0009011
C0026088,C1506770
C0026088,C1721362
C0026088,C1384663
C0591786,C1506770
C0591786,C1721362
C0591786,C1384663
C0939382,C1506770
C0939382,C1721362
C0939382,C1384663
C1723490,C1506770
C1723490,C1721362
C1723490,C1384663
C0025677,C2828282
C0025677,C0002645
C0040864,C3818721
C0033148,C2974289
C0700016,C2974289
C0702020,C2974289
C4317169,C1721377
C4255913,C1721377
C0123931,C1721377
C0025605,C0002333
C0025605,C0699034
C0054201,C2974289
C0025605,C0591362
C0025605,C0000981
C4317169,C0718644
C4317169,C0063041
C4255913,C0718644
C4255913,C0063041
C0123931,C0718644
C0123931,C0063041
C0025677,C3273719
C0026256,C1506770
C0026256,C1721362
C0026256,C1384663
C0702007,C1506770
C0702007,C1721362
C0702007,C1384663
C0120107,C3818721
C0149473,C3818721
C0700476,C3818721
C0078257,C4255732
C0078257,C0699614
C0078257,C0064113
C4256114,C0015772
C0765273,C0015772
C4256113,C0015772
C4256114,C0064079
C0765273,C0064079
C4256113,C0064079
C0919281,C1609931
C0879396,C1609931
C1122962,C1609931
C1135132,C3818721
C0034417,C2987648
C0033308,C2987648
C0595048,C2987648
C1515388,C2987648
C4256086,C2987648
C4256087,C2987648
C1451497,C2987648
C0078257,C0722652
C0078257,C0008838
C0037982,C0015020
C0037982,C3537278
C0006949,C3818721
C0025605,C1263104
C0025605,C0068333
C1831796,C3818721
C1327963,C3818721
C0042682,C0009079
C0873118,C3818721
C1136812,C1506770
C1136812,C1721362
C1136812,C1384663
C0393080,C1506770
C0393080,C1721362
C0393080,C1384663
C0042682,C1176306
C0038675,C3818721
C0031937,C0015020
C0031937,C3537278
C0740241,C0015020
C0740241,C3537278
C0248719,C0015020
C0248719,C3537278
C0721704,C0015020
C0721704,C3537278
C1831796,C2974289
C1327963,C2974289
C0073372,C2974289
C0876758,C2974289
C0025605,C0016367
C0020823,C2974289
C4317169,C0068485
C4255913,C0068485
C0123931,C0068485
C1831731,C2974289
C1174836,C2974289
C1099259,C2974289
C3496923,C2974289
C3497849,C2974289
C1883567,C3818721
C1313778,C3818721
C2830183,C3818721
C4255739,C2987648
C0054836,C2987648
C4255875,C0146224
C0034414,C0146224
C4255874,C0146224
C2974289,C3886731
C0919281,C0146224
C0879396,C0146224
C1122962,C0146224
C0590686,C0015020
C0590686,C3537278
C4255741,C0015020
C4255741,C3537278
C4255742,C0015020
C4255742,C3537278
C0700861,C0015020
C0700861,C3537278
C0590658,C0015020
C0590658,C3537278
C0028066,C0015020
C0028066,C3537278
C4255744,C0015020
C4255744,C3537278
C4255743,C0015020
C4255743,C3537278
C0025605,C0286737
C0025605,C0286738
C0042523,C2987648
C4256114,C4255917
C4256114,C4255918
C4256114,C0039644
C4256114,C3710841
C4256114,C1702550
C4256114,C0740484
C0765273,C4255917
C0765273,C4255918
C0765273,C0039644
C0765273,C3710841
C0765273,C1702550
C0765273,C0740484
C4256113,C4255917
C4256113,C4255918
C4256113,C0039644
C4256113,C3710841
C4256113,C1702550
C4256113,C0740484
C0906802,C2974289
C0935989,C2974289
C0073633,C0678133
C0073633,C0144576
C0078257,C0910083
C0078257,C2349941
C1506770,C2987648
C1721362,C2987648
C1384663,C2987648
C0026256,C0020823
C0702007,C0020823
C0031507,C0146224
C0546861,C3818721
C0085752,C3818721
C0013089,C3818721
C0033497,C0146224
C0006949,C1506770
C0006949,C1721362
C0006949,C1384663
C2974289,C2987648
C0040610,C3818721
C4082694,C3818721
C4256143,C3818721
C4256144,C3818721
C0016277,C3818721
C0699601,C3818721
C1656721,C3818721
C1739451,C3818721
C1964382,C3818721
C4255812,C3818721
C0699439,C3818721
C0022625,C3818721
C4256114,C1506770
C4256114,C1721362
C4256114,C1384663
C0765273,C1506770
C0765273,C1721362
C0765273,C1384663
C4256113,C1506770
C4256113,C1721362
C4256113,C1384663
C0116569,C0015020
C0116569,C3537278
C0796545,C0919281
C0796545,C0879396
C0796545,C1122962
C4256114,C3273711
C0765273,C3273711
C4256113,C3273711
C4317169,C0813171
C4317169,C3475323
C4317169,C4306004
C4255913,C0813171
C4255913,C3475323
C4255913,C4306004
C0123931,C0813171
C0123931,C3475323
C0123931,C4306004
C0081876,C0146224
C1135137,C0140575
C1135135,C0140575
C4317169,C1831796
C4317169,C1327963
C4255913,C1831796
C4255913,C1327963
C0123931,C1831796
C0123931,C1327963
C0033148,C1506770
C0033148,C1721362
C0033148,C1384663
C0700016,C1506770
C0700016,C1721362
C0700016,C1384663
C0702020,C1506770
C0702020,C1721362
C0702020,C1384663
C0031507,C1135132
C4255739,C0015020
C4255739,C3537278
C0054836,C0015020
C0054836,C3537278
C4256114,C0022252
C4256114,C0590714
C4256114,C0590717
C4256114,C0590720
C4256114,C4255878
C4256114,C0699425
C4256114,C4255880
C4256114,C4255879
C0765273,C0022252
C0765273,C0590714
C0765273,C0590717
C0765273,C0590720
C0765273,C4255878
C0765273,C0699425
C0765273,C4255880
C0765273,C4255879
C4256113,C0022252
C4256113,C0590714
C4256113,C0590717
C4256113,C0590720
C4256113,C4255878
C4256113,C0699425
C4256113,C4255880
C4256113,C4255879
C0025605,C0369246
C0025605,C0016875
C0025605,C4255637
C0002598,C2987648
C4082694,C0020823
C4256143,C0020823
C4256144,C0020823
C0016277,C0020823
C0699601,C0020823
C0025605,C0016368
C4256114,C3192263
C4256114,C4083042
C0765273,C3192263
C0765273,C4083042
C4256113,C3192263
C4256113,C4083042
C0054201,C3818721
C0042679,C1506770
C0042679,C1721362
C0042679,C1384663
C0541315,C3818721
C0073633,C0015133
C0286651,C2987648
C4255760,C2987648
C0055856,C2987648
C0620902,C2987648
C0025605,C0290883
C0042682,C3818721
C1099414,C0210657
C0140575,C4317169
C0140575,C4255913
C0140575,C0123931
C0085272,C2974289
C4256114,C1998098
C0765273,C1998098
C4256113,C1998098
C1135137,C1136812
C1135137,C0393080
C1135135,C1136812
C1135135,C0393080
C0146224,C1690432
C4255732,C0771375
C4255732,C0246415
C0699614,C0771375
C0699614,C0246415
C0064113,C0771375
C0064113,C0246415
C0915142,C3818721
C0073372,C1506770
C0073372,C1721362
C0073372,C1384663
C0876758,C1506770
C0876758,C1721362
C0876758,C1384663
C0591232,C2987648
C0028005,C2987648
C0078257,C1176306
C0146224,C2974289
C0025605,C0078839
C0025605,C0033399
C0025605,C4256072
C0024027,C3818721
C4256132,C3818721
C0728780,C3818721
C4317169,C0771204
C4317169,C0085149
C4255913,C0771204
C4255913,C0085149
C0123931,C0771204
C0123931,C0085149
C0252643,C3818721
C0025605,C1516119
C0073372,C3818721
C0876758,C3818721
C0027302,C3818721
C0591292,C3818721
C0042682,C0012373
C0042682,C0906802
C0042682,C0935989
C1135137,C0031412
C1135137,C0699493
C1135135,C0031412
C1135135,C0699493
C0040207,C0919281
C0040207,C0879396
C0040207,C1122962
C4256109,C3818721
C4256108,C3818721
C0025598,C3818721
C1099414,C3818721
C0004147,C3818721
C0286737,C2987648
C0286738,C2987648
C0020823,C1456409
C0073633,C0025677
C0078847,C2974289
C1176306,C4317169
C1176306,C4255913
C1176306,C0123931
C1099414,C0045093
C0004147,C0015020
C0004147,C3537278
C0910083,C2974289
C2349941,C2974289
C0000956,C3818721
C0907850,C3818721
C0069551,C3818721
C0526058,C3818721
C4256145,C0025605
C0004609,C0025605
C0024002,C0025605
C0025605,C4255732
C0025605,C0699614
C0025605,C0064113
C2974289,C2973446
C2974289,C2715577
C2974289,C2931926
C0021186,C0015020
C0021186,C3537278
C0025677,C0059865
C4256114,C0701904
C4256114,C4255996
C4256114,C4255997
C4256114,C2698682
C4256114,C0030092
C0765273,C0701904
C0765273,C4255996
C0765273,C4255997
C0765273,C2698682
C0765273,C0030092
C4256113,C0701904
C4256113,C4255996
C4256113,C4255997
C4256113,C2698682
C4256113,C0030092
C4255875,C2974289
C0034414,C2974289
C4255874,C2974289
C0308607,C2987648
C4255855,C2987648
C0701036,C2987648
C0012582,C2987648
C0700020,C2987648
C0042682,C0286737
C0042682,C0286738
C4082694,C0771375
C4082694,C0246415
C4256143,C0771375
C4256143,C0246415
C4256144,C0771375
C4256144,C0246415
C0016277,C0771375
C0016277,C0246415
C0699601,C0771375
C0699601,C0246415
C4256137,C2987648
C4256136,C2987648
C0035179,C2987648
C0052796,C2987648
C3818721,C3886731
C0292818,C1506770
C0292818,C1721362
C0292818,C1384663
C0678152,C1506770
C0678152,C1721362
C0678152,C1384663
C0015133,C3467876
C0722652,C0146224
C0008838,C0146224
C0006674,C3818721
C1506770,C3853822
C1721362,C3853822
C1384663,C3853822
C0971579,C3818721
C1174890,C3818721
C0032950,C3818721
C0043031,C3818721
C4292380,C3818721
C0016280,C3818721
C2703109,C3818721
C2987417,C3818721
C1135132,C1609165
C0525005,C2974289
C0376637,C2974289
C2697674,C2974289
C0146224,C4255732
C0146224,C0699614
C0146224,C0064113
C0006949,C2987648
C0078257,C0252643
C0071304,C0015020
C0071304,C3537278
C0813618,C0015020
C0813618,C3537278
C1098320,C0015020
C1098320,C3537278
C0146224,C0286737
C0146224,C0286738
C2348066,C2974289
C1571583,C2974289
C1135137,C1176306
C1135135,C1176306
C2935436,C3818721
C3643461,C3818721
C0025677,C2980159
C0025677,C0965618
C0025605,C0031935
C4317169,C1831905
C4317169,C2369319
C4255913,C1831905
C4255913,C2369319
C0123931,C1831905
C0123931,C2369319
C2974289,C3496793
C0020823,C0073372
C0020823,C0876758
C0015020,C4255727
C0015020,C4255725
C0015020,C4255724
C0015020,C4255723
C0015020,C4255722
C0015020,C4255721
C0015020,C4255726
C0015020,C4255719
C0015020,C4255718
C0015020,C0733565
C0015020,C0591224
C0015020,C0006938
C0015020,C4255720
C3537278,C4255727
C3537278,C4255725
C3537278,C4255724
C3537278,C4255723
C3537278,C4255722
C3537278,C4255721
C3537278,C4255726
C3537278,C4255719
C3537278,C4255718
C3537278,C0733565
C3537278,C0591224
C3537278,C0006938
C3537278,C4255720
C1136812,C0020823
C0393080,C0020823
C0020823,C1690432
C1872203,C3818721
C0039663,C3818721
C1135137,C1609931
C1135135,C1609931
C0065864,C3818721
C0042682,C0055856
C0042682,C0620902
C0014806,C2987648
C0600214,C2987648
C0796545,C0025605
C0026256,C4317169
C0026256,C4255913
C0026256,C0123931
C0702007,C4317169
C0702007,C4255913
C0702007,C0123931
C0040207,C0020823
C0252643,C1135132
C0146224,C1506770
C0146224,C1721362
C0146224,C1384663
C0078847,C3818721
C0073372,C1135132
C0876758,C1135132
C0078257,C0678133
C0078257,C0144576
C0073631,C0025677
C1667052,C3818721
C0292818,C2987648
C0678152,C2987648
C1506770,C2973446
C1721362,C2973446
C1384663,C2973446
C0919281,C1998098
C0879396,C1998098
C1122962,C1998098
C0146224,C0055856
C0146224,C0620902
C0728726,C0025605
C0132326,C0025605
C0146224,C0286651
C0146224,C4255760
C0020823,C3467876
C0015133,C3496793
C0073633,C1506770
C0073633,C1721362
C0073633,C1384663
C1506770,C0910083
C1506770,C2349941
C1721362,C0910083
C1721362,C2349941
C1384663,C0910083
C1384663,C2349941
C0140575,C1135132
C0728747,C0025677
C0060501,C4256114
C0060501,C0765273
C0060501,C4256113
C1646276,C4256114
C1646276,C0765273
C1646276,C4256113
C4256114,C0754011
C0765273,C0754011
C4256113,C0754011
C4256114,C0220578
C0765273,C0220578
C4256113,C0220578
C0033497,C2987648
C0020823,C2980159
C0020823,C0965618
C1589326,C0045093
C0005736,C0045093
C1511217,C0045093
C0005740,C0045093
C0002475,C0042682
C0702049,C0042682
C0702050,C0042682
C0702051,C0042682
C0073633,C2987648
C0120107,C1506770
C0120107,C1721362
C0120107,C1384663
C0149473,C1506770
C0149473,C1721362
C0149473,C1384663
C0700476,C1506770
C0700476,C1721362
C0700476,C1384663
C0042682,C0718644
C0042682,C0063041
C0025605,C3467876
C1506770,C1609931
C1721362,C1609931
C1384663,C1609931
C0012265,C3818721
C4256089,C3818721
C4256090,C3818721
C1516119,C3818721
C0076836,C3818721
C1135137,C1656721
C1135137,C1739451
C1135137,C1964382
C1135137,C4255812
C1135137,C0699439
C1135137,C0022625
C1135135,C1656721
C1135135,C1739451
C1135135,C1964382
C1135135,C4255812
C1135135,C0699439
C1135135,C0022625
C2827257,C0015020
C2827257,C3537278
C0065374,C0015020
C0065374,C3537278
C0722652,C1883567
C0722652,C1313778
C0722652,C2830183
C0008838,C1883567
C0008838,C1313778
C0008838,C2830183
C1527027,C3818721
C2724613,C3818721
C4255606,C3818721
C0722652,C0022489
C0722652,C0022487
C0008838,C0022489
C0008838,C0022487
C0728747,C0020823
C0146224,C0718644
C0146224,C0063041
C0376637,C1506770
C0376637,C1721362
C0376637,C1384663
C2697674,C1506770
C2697674,C1721362
C2697674,C1384663
C0525005,C1506770
C0525005,C1721362
C0525005,C1384663
C0143993,C3818721
C0257343,C3818721
C0031412,C1506770
C0031412,C1721362
C0031412,C1384663
C0699493,C1506770
C0699493,C1721362
C0699493,C1384663
C0068485,C2974289
C1135137,C3853822
C1135135,C3853822
C0678133,C1609931
C0144576,C1609931
C0017628,C3818721
C4256114,C0079083
C4256114,C0591953
C0765273,C0079083
C0765273,C0591953
C4256113,C0079083
C4256113,C0591953
C4256114,C0078839
C0765273,C0078839
C4256113,C0078839
C4256114,C0025153
C0765273,C0025153
C4256113,C0025153
C0722652,C0062073
C0722652,C4082272
C0008838,C0062073
C0008838,C4082272
C4256114,C1176308
C4256114,C2710117
C0765273,C1176308
C0765273,C2710117
C4256113,C1176308
C4256113,C2710117
C1831731,C3818721
C1174836,C3818721
C1099259,C3818721
C3496923,C3818721
C3497849,C3818721
C0043822,C3818721
C4255739,C3818721
C0054836,C3818721
C0020823,C3496793
C4256114,C1135132
C0765273,C1135132
C4256113,C1135132
C4317169,C3467876
C4255913,C3467876
C0123931,C3467876
C1506770,C2348066
C1506770,C1571583
C1721362,C2348066
C1721362,C1571583
C1384663,C2348066
C1384663,C1571583
C1570909,C3818721
C1721378,C3818721
C1452601,C3818721
C4255622,C3818721
C4255623,C3818721
C1570906,C3818721
C4255621,C3818721
C0073633,C2974289
C0028094,C0015020
C0028094,C3537278
C0919281,C0026256
C0919281,C0702007
C0879396,C0026256
C0879396,C0702007
C1122962,C0026256
C1122962,C0702007
C0010592,C2987648
C0087161,C4256114
C0087161,C0765273
C0087161,C4256113
C1136812,C0771375
C1136812,C0246415
C0393080,C0771375
C0393080,C0246415
C0728747,C0678133
C0728747,C0144576
C0025605,C0012133
C4317169,C1609165
C4255913,C1609165
C0123931,C1609165
C1176306,C0678133
C1176306,C0144576
C0072857,C0015020
C0072857,C3537278
C0006376,C0015020
C0006376,C3537278
C1135132,C0910083
C1135132,C2349941
C0060501,C2974289
C1646276,C2974289
C0015772,C0015020
C0015772,C3537278
C0116569,C2974289
C0288170,C0015020
C0288170,C3537278
C0595301,C0015020
C0595301,C3537278
C0288171,C0015020
C0288171,C3537278
C4256114,C0025506
C0765273,C0025506
C4256113,C0025506
C2974289,C1609931
C0031507,C0078257
C4256114,C1831796
C4256114,C1327963
C0765273,C1831796
C0765273,C1327963
C4256113,C1831796
C4256113,C1327963
C4256114,C0002333
C4256114,C0699034
C0765273,C0002333
C0765273,C0699034
C4256113,C0002333
C4256113,C0699034
